@_fa,load-date,link,dc:identifier,prism:url,dc:title,dc:creator,prism:publicationName,prism:volume,prism:coverDate,prism:startingPage,prism:endingPage,prism:doi,openaccess,pii,authors
true,2015-02-03T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0020025515000572', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0020025515000572?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.ins.2015.01.019,https://api.elsevier.com/content/article/pii/S0020025515000572,An unsupervised learning algorithm for membrane computing,Hong Peng,Information Sciences,304,2015-05-20,80,91,10.1016/j.ins.2015.01.019,False,S0020025515000572,"{'author': [{'$': 'Hong Peng'}, {'$': 'Jun Wang'}, {'$': 'Agustín Riscos-Núñez'}]}"
true,2020-04-17T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S074906902030029X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S074906902030029X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.cger.2020.04.009,https://api.elsevier.com/content/article/pii/S074906902030029X,Artificial Intelligence and Digital Tools: Future of Diabetes Care,Ram D. Sriram,Clinics in Geriatric Medicine,36,2020-08-31,513,525,10.1016/j.cger.2020.04.009,False,S074906902030029X,"{'author': [{'$': 'Ram D. Sriram'}, {'$': 'S. Sethu K. Reddy'}]}"
true,2018-05-30T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0141029617335526', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0141029617335526?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.engstruct.2018.05.084,https://api.elsevier.com/content/article/pii/S0141029617335526,Emerging artificial intelligence methods in structural engineering,Hadi Salehi,Engineering Structures,171,2018-09-15,170,189,10.1016/j.engstruct.2018.05.084,False,S0141029617335526,"{'author': [{'$': 'Hadi Salehi'}, {'$': 'Rigoberto Burgueño'}]}"
true,2020-09-25T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1361841520301778', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1361841520301778?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.media.2020.101813,https://api.elsevier.com/content/article/pii/S1361841520301778,Deep neural network models for computational histopathology: A survey,Chetan L. Srinidhi,Medical Image Analysis,67,2021-01-31,101813,,10.1016/j.media.2020.101813,False,S1361841520301778,"{'author': [{'$': 'Chetan L. Srinidhi'}, {'$': 'Ozan Ciga'}, {'$': 'Anne L. Martel'}]}"
true,2021-08-18T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0267364921000376', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0267364921000376?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.clsr.2021.105564,https://api.elsevier.com/content/article/pii/S0267364921000376,Legal evaluation of the attacks caused by artificial intelligence-based lethal weapon systems within the context of Rome statute,Onur Sari,Computer Law & Security Review,42,2021-09-30,105564,,10.1016/j.clsr.2021.105564,False,S0267364921000376,"{'author': [{'$': 'Onur Sari'}, {'$': 'Sener Celik'}]}"
true,2018-12-08T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0892687518305430', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0892687518305430?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.mineng.2018.12.004,https://api.elsevier.com/content/article/pii/S0892687518305430,Machine learning applications in minerals processing: A review,J. T. McCoy,Minerals Engineering,132,2019-03-01,95,109,10.1016/j.mineng.2018.12.004,False,S0892687518305430,"{'author': [{'$': 'J. T. McCoy'}, {'$': 'L. Auret'}]}"
true,2010-09-16T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S095741741000905X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S095741741000905X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.eswa.2010.09.001,https://api.elsevier.com/content/article/pii/S095741741000905X,Stock trading with cycles: A financial application of ANFIS and reinforcement learning,Zhiyong Tan,Expert Systems with Applications,38,2011-05-31,4741,4755,10.1016/j.eswa.2010.09.001,False,S095741741000905X,"{'author': [{'$': 'Zhiyong Tan'}, {'$': 'Chai Quek'}, {'$': 'Philip Y. K. Cheng'}]}"
true,2019-11-19T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0925231219315966', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0925231219315966?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2019.11.023,https://api.elsevier.com/content/article/pii/S0925231219315966,Deep learning in video multi-object tracking: A survey,Gioele Ciaparrone,Neurocomputing,381,2020-03-14,61,88,10.1016/j.neucom.2019.11.023,False,S0925231219315966,"{'author': [{'$': 'Gioele Ciaparrone'}, {'$': 'Francisco Luque Sánchez'}, {'$': 'Francisco Herrera'}]}"
true,2021-06-25T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S016412122100128X', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S016412122100128X?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.jss.2021.111031,https://api.elsevier.com/content/article/pii/S016412122100128X,A software engineering perspective on engineering machine learning systems: State of the art and challenges,Görkem Giray,Journal of Systems and Software,180,2021-10-31,111031,,10.1016/j.jss.2021.111031,False,S016412122100128X,{'author': 'Görkem Giray'}
true,2021-05-12T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2352710221004940', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2352710221004940?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.jobe.2021.102636,https://api.elsevier.com/content/article/pii/S2352710221004940,A BIM and machine learning integration framework for automated property valuation,Tengxiang Su,Journal of Building Engineering,44,2021-12-31,102636,,10.1016/j.jobe.2021.102636,True,S2352710221004940,"{'author': [{'$': 'Tengxiang Su'}, {'$': 'Haijiang Li'}, {'$': 'Yi An'}]}"
true,2020-09-11T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128212592000041', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128212592000041?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-821259-2.00004-1,https://api.elsevier.com/content/article/pii/B9780128212592000041,Chapter 4: Biomedical imaging and analysis through deep learning,Karen Drukker,Artificial Intelligence in Medicine,,2021-12-31,49,74,10.1016/B978-0-12-821259-2.00004-1,False,B9780128212592000041,"{'author': [{'$': 'Karen Drukker'}, {'$': 'Pingkun Yan'}, {'$': 'Ge Wang'}]}"
true,2018-03-27T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0167819118300814', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0167819118300814?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.parco.2018.03.006,https://api.elsevier.com/content/article/pii/S0167819118300814,Machine Learning in Multi-Agent Systems using Associative Arrays,Przemysław Spychalski,Parallel Computing,75,2018-07-31,88,99,10.1016/j.parco.2018.03.006,False,S0167819118300814,"{'author': [{'$': 'Przemysław Spychalski'}, {'$': 'Ryszard Arendt'}]}"
true,2020-05-28T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0167865520302087', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0167865520302087?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.patrec.2020.05.031,https://api.elsevier.com/content/article/pii/S0167865520302087,Multi-task learning for natural language processing in the 2020s: Where are we going?,Joseph Worsham,Pattern Recognition Letters,136,2020-08-31,120,126,10.1016/j.patrec.2020.05.031,False,S0167865520302087,"{'author': [{'$': 'Joseph Worsham'}, {'$': 'Jugal Kalita'}]}"
true,2021-02-16T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0925231221002009', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0925231221002009?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2020.09.091,https://api.elsevier.com/content/article/pii/S0925231221002009,Domain generalization via optimal transport with metric similarity learning,Fan Zhou,Neurocomputing,456,2021-10-07,469,480,10.1016/j.neucom.2020.09.091,False,S0925231221002009,"{'author': [{'$': 'Fan Zhou'}, {'$': 'Zhuqing Jiang'}, {'$': 'Brahim Chaib-draa'}]}"
true,2018-08-07T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0893608018302120', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0893608018302120?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neunet.2018.07.013,https://api.elsevier.com/content/article/pii/S0893608018302120,"Born to learn: The inspiration, progress, and future of evolved plastic artificial neural networks",Andrea Soltoggio,Neural Networks,108,2018-12-31,48,67,10.1016/j.neunet.2018.07.013,False,S0893608018302120,"{'author': [{'$': 'Andrea Soltoggio'}, {'$': 'Kenneth O. Stanley'}, {'$': 'Sebastian Risi'}]}"
true,2020-07-23T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0360835220304162', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0360835220304162?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.cie.2020.106682,https://api.elsevier.com/content/article/pii/S0360835220304162,An analytical and a Deep Learning model for solving the inverse kinematic problem of an industrial parallel robot,Juan S. Toquica,Computers & Industrial Engineering,151,2021-01-31,106682,,10.1016/j.cie.2020.106682,False,S0360835220304162,"{'author': [{'$': 'Juan S. Toquica'}, {'$': 'Patrícia S. Oliveira'}, {'$': 'Díbio L. Borges'}]}"
true,2020-02-18T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2212827120300445', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2212827120300445?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.procir.2020.01.035,https://api.elsevier.com/content/article/pii/S2212827120300445,"Machine Learning in Production – Potentials, Challenges and Exemplary Applications",Andreas Mayr,Procedia CIRP,86,2019-12-31,49,54,10.1016/j.procir.2020.01.035,True,S2212827120300445,"{'author': [{'$': 'Andreas Mayr'}, {'$': 'Dominik Kißkalt'}, {'$': 'Jörg Franke'}]}"
true,2019-11-05T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1574013719300486', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1574013719300486?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.cosrev.2019.08.002,https://api.elsevier.com/content/article/pii/S1574013719300486,Machine learning and multi-agent systems in oil and gas industry applications: A survey,Khadijah M. Hanga,Computer Science Review,34,2019-11-30,100191,,10.1016/j.cosrev.2019.08.002,False,S1574013719300486,"{'author': [{'$': 'Khadijah M. Hanga'}, {'$': 'Yevgeniya Kovalchuk'}]}"
true,2020-09-29T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0925231220314223', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0925231220314223?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2020.09.017,https://api.elsevier.com/content/article/pii/S0925231220314223,A review on transfer learning in EEG signal analysis,Zitong Wan,Neurocomputing,421,2021-01-15,1,14,10.1016/j.neucom.2020.09.017,False,S0925231220314223,"{'author': [{'$': 'Zitong Wan'}, {'$': 'Rui Yang'}, {'$': 'Xiaohui Liu'}]}"
true,2021-09-29T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2001037021004104', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2001037021004104?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.csbj.2021.09.025,https://api.elsevier.com/content/article/pii/S2001037021004104,Machine learning applications in RNA modification sites prediction,A. El Allali,Computational and Structural Biotechnology Journal,19,2021-12-31,5510,5524,10.1016/j.csbj.2021.09.025,True,S2001037021004104,"{'author': [{'$': 'A. El Allali'}, {'$': 'Zahra Elhamraoui'}, {'$': 'Rachid Daoud'}]}"
true,2018-06-18T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0001457518302173', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0001457518302173?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.aap.2018.06.002,https://api.elsevier.com/content/article/pii/S0001457518302173,Factors influencing unsafe behaviors: A supervised learning approach,Yang Miang Goh,Accident Analysis & Prevention,118,2018-09-30,77,85,10.1016/j.aap.2018.06.002,False,S0001457518302173,"{'author': [{'$': 'Yang Miang Goh'}, {'$': 'Chalani U. Ubeynarayana'}, {'$': 'Brian H. W. Guo'}]}"
true,2021-01-12T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0925231221000229', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0925231221000229?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.neucom.2020.12.131,https://api.elsevier.com/content/article/pii/S0925231221000229,Supervised and semi-supervised deep probabilistic models for indoor positioning problems,Weizhu Qian,Neurocomputing,435,2021-05-07,228,238,10.1016/j.neucom.2020.12.131,False,S0925231221000229,"{'author': [{'$': 'Weizhu Qian'}, {'$': 'Fabrice Lauri'}, {'$': 'Franck Gechter'}]}"
true,2021-07-22T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0360132321005655', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0360132321005655?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.buildenv.2021.108164,https://api.elsevier.com/content/article/pii/S0360132321005655,Learning-based CO2 concentration prediction: Application to indoor air quality control using demand-controlled ventilation,Saman Taheri,Building and Environment,205,2021-11-30,108164,,10.1016/j.buildenv.2021.108164,False,S0360132321005655,"{'author': [{'$': 'Saman Taheri'}, {'$': 'Ali Razban'}]}"
true,2021-04-16T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128207833000130', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128207833000130?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-820783-3.00013-0,https://api.elsevier.com/content/article/pii/B9780128207833000130,"Chapter 24: The brain-machine interface, nanosensor technology, and artificial intelligence: Their convergence with a novel frontier",Gauri Kalnoor,Handbook of Nanomaterials for Sensing Applications,,2021-12-31,575,587,10.1016/B978-0-12-820783-3.00013-0,False,B9780128207833000130,{'author': 'Gauri Kalnoor'}
true,2021-07-29T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0140366421002887', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0140366421002887?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.comcom.2021.07.025,https://api.elsevier.com/content/article/pii/S0140366421002887,GraphNET: Graph Neural Networks for routing optimization in Software Defined Networks,Avinash Swaminathan,Computer Communications,178,2021-10-01,169,182,10.1016/j.comcom.2021.07.025,False,S0140366421002887,"{'author': [{'$': 'Avinash Swaminathan'}, {'$': 'Mridul Chaba'}, {'$': 'Uttam Ghosh'}]}"
true,2021-02-12T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S0957417421001433', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S0957417421001433?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.eswa.2021.114702,https://api.elsevier.com/content/article/pii/S0957417421001433,Artificial intelligence applications in supply chain: A descriptive bibliometric analysis and future research directions,Youssra Riahi,Expert Systems with Applications,173,2021-07-01,114702,,10.1016/j.eswa.2021.114702,False,S0957417421001433,"{'author': [{'$': 'Youssra Riahi'}, {'$': 'Tarik Saikouk'}, {'$': 'Ismail Badraoui'}]}"
true,2020-08-21T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128233375000019', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128233375000019?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-823337-5.00001-9,https://api.elsevier.com/content/article/pii/B9780128233375000019,Chapter 1: Basic Concepts of Artificial Intelligence,Anthony C. Chang,Intelligence-Based Medicine,,2020-12-31,7,22,10.1016/B978-0-12-823337-5.00001-9,False,B9780128233375000019,{'author': 'Anthony C. Chang'}
true,2021-09-03T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/B9780128239285000384', 'scidir': 'https://www.sciencedirect.com/science/article/pii/B9780128239285000384?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/B978-0-12-823928-5.00038-4,https://api.elsevier.com/content/article/pii/B9780128239285000384,Chapter 24: Machine learning in epigenetic diseases,Karyn G. Robinson,Medical Epigenetics,,2021-12-31,513,525,10.1016/B978-0-12-823928-5.00038-4,False,B9780128239285000384,"{'author': [{'$': 'Karyn G. Robinson'}, {'$': 'Robert E. Akins'}]}"
true,2021-01-20T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S1359644621000404', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S1359644621000404?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.drudis.2021.01.013,https://api.elsevier.com/content/article/pii/S1359644621000404,Use of artificial intelligence to enhance phenotypic drug discovery,Sophia Malandraki-Miller,Drug Discovery Today,26,2021-04-30,887,901,10.1016/j.drudis.2021.01.013,False,S1359644621000404,"{'author': [{'$': 'Sophia Malandraki-Miller'}, {'$': 'Paul R. Riley'}]}"
true,2021-04-14T00:00:00.000Z,"{'self': 'https://api.elsevier.com/content/article/pii/S2405896320335266', 'scidir': 'https://www.sciencedirect.com/science/article/pii/S2405896320335266?dgcid=api_sd_search-api-endpoint'}",DOI:10.1016/j.ifacol.2020.12.2763,https://api.elsevier.com/content/article/pii/S2405896320335266,Automating nut tightening using Machine Learning,Kevin Wedin,IFAC-PapersOnLine,53,2020-12-31,10291,10296,10.1016/j.ifacol.2020.12.2763,False,S2405896320335266,"{'author': [{'$': 'Kevin Wedin'}, {'$': 'Christoffer Johnsson'}, {'$': 'Per-Anders Alveflo'}]}"
